"label","id","Degree","Betweenness","Pagerank","Cluster","Gene","Strain","Diameter","Count","N","Essential","Var","TIGR4.old.x","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description","Essential.Count","Essential.Call","TIGR4.old.y","TIGR4.new","TAIWAN.19F.new","D39.old","D39.new"
"SPT_1957",351,3,355.112221592861,8.74911252939114e-06,1539,"SPT_RS09700","19F",0.00572970033949432,372,371,FALSE,0.352193939704576,"SP_1978","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"lysA","Diaminopimelate decarboxylase",0,"Nonessential","SP_1978","SP_RS09940","SPT_RS09700","SPD_1775","SPD_RS09385"
"SPT_1468",352,3,173.563086858606,2.17990554389225e-05,2095,"SPT_RS07295","19F",0.00905569188822098,372,371,TRUE,0.274271334138379,"SP_1530","Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"MurE","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase",15,"Essential","SP_1530","SP_RS07535","SPT_RS07295","SPD_1359","SPD_RS07150"
"SPT_0729",353,12,2146.15198324716,0.000689814229258947,1736,"SPT_RS03635","19F",0.00342646317582736,372,371,TRUE,0.397049511383365,"SP_0713","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"lysS","lysyl-tRNA synthetase",15,"Essential","SP_0713","SP_RS03490","SPT_RS03635","SPD_0620","SPD_RS03315"
"SPT_1283",354,3,550.062707900981,4.14094756768979e-07,3276,"SPT_RS06360","19F",0.570558491246144,1788,370,FALSE,1.60267108200288,"SP_0917","Intracellular","GENETIC INFORMATION PROCESSING","GENETIC INFORMATION PROCESSING",NA,"Mobile element/pseudogene","DNA repair and editing",NA,2,"","gene inverting protein",3,"Evolvable.Essential","SP_0917","n.p","SPT_RS06360","SPD_0810","SPD_RS04305"
"SPT_0950",355,8,505.245823795972,0.0108494824527122,358,"SPT_RS04705","19F",0.00350816326530612,372,371,FALSE,1.94638694393388,"SP_1277","Intracellular","METABOLISM","METABOLISM",NA,"Nucleotide metabolism","Amino acid metabolism",NA,2,"PyrB","Aspartate carbamoyltransferase",0,"Nonessential","SP_1277","SP_RS06260","SPT_RS04705","SPD_1133","SPD_RS05990"
"SPT_1978",356,17,48.8728771147119,0.0217500476951211,2406,"SPT_RS09795","19F",0.0025933247890879,372,371,FALSE,0.873388922879948,"SP_1998","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","L-asparaginase",0,"Nonessential","SP_1998","SP_RS10040","SPT_RS09795","SPD_1796","SPD_RS09485"
"SPT_2122",357,14,1154.59525768826,0.0104861731618219,1917,"SPT_RS10520","19F",0.00556188116435128,372,371,FALSE,1.08592667830691,"SP_2114","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"aspS","aspartyl-tRNA synthetase",15,"Essential","SP_2114","SP_RS10780","SPT_RS10520","SPD_1941","SPD_RS10220"
"SPT_1950",358,8,2.80948742508882,0.0186006898284299,3617,"SPT_RS09670","19F",0.000181166955517042,372,371,FALSE,0.902486273377741,"SP_1970","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"asnA","Asparagine synthetase A",0,"Nonessential","SP_1970","SP_RS09905","SPT_RS09670","SPD_1768","SPD_RS09350"
"SPT_0059",359,8,817.778807636554,0.00982866030040415,3542,"SPT_RS00300","19F",0.00329977891088646,372,371,FALSE,0.796900287626424,"SP_0019","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"purA","adenylosuccinate synthetase",0,"Nonessential","SP_0019","SP_RS00135","SPT_RS00300","SPD_0024","SPD_RS00140"
"SPT_0450",360,7,230.244545656573,0.0109800198497393,3444,"SPT_RS02270","19F",0.00254668749935499,372,371,FALSE,0.394924376541254,"SP_0413","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","aspartate kinase (EC 2.7.2.4)",0,"Nonessential","SP_0413","SP_RS02045","SPT_RS02270","SPD_0377","SPD_RS02020"
"SPT_1586",362,2,0,6.01531639755072e-18,1792,"SPT_RS07875","19F",0.00488095997259972,372,371,FALSE,0.284342380318349,"SP_1646","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","Putative metallohydrolase",0,"Nonessential","SP_1646","SP_RS08125","SPT_RS07875","SPD_1459","SPD_RS07700"
"SPT_1416",363,2,0,5.61516359435296e-18,2178,"SPT_RS07040","19F",0.00744934399582107,371,370,FALSE,0.512145201244489,"SP_0784","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"gor","Glutathione reductase",0,"Nonessential","SP_0784","SP_RS03830","SPT_RS07040","SPD_0685","SPD_RS03640"
"SPT_1241",364,2,0,1.10631330643708e-17,2895,"SPT_RS06155","19F",0.00277306875777815,372,371,FALSE,0.933247478874198,"SP_0962","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"gloA","Lactoylglutathione lyase",0,"Nonessential","SP_0962","SP_RS04770","SPT_RS06155","SPD_0850","SPD_RS04535"
"SPT_1637",365,6,521.790684931503,9.67862135977879e-07,2249,"SPT_RS08140","19F",0.00181166005069587,372,371,FALSE,0.521534395902031,"SP_1699","Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"AcpS","4'-phosphopantetheinyl transferase",15,"Essential","SP_1699","SP_RS08400","SPT_RS08140","SPD_1509","SPD_RS07960"
"SPT_0928",366,1,0,1.18927094507068e-08,1387,"SPT_RS04600","19F",0.00378943752338369,372,371,FALSE,0.627622910290235,"SP_1298","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"PapP","Putative DHH subfamily 1 protein",6,"Evolvable.Essential","SP_1298","SP_RS06370","SPT_RS04600","SPD_1153","SPD_RS06095"
"SPT_0337",367,9,13.7656997656998,0.0439798285941451,2960,"SPT_RS01705","19F",0.00450826909568804,372,371,TRUE,0.543121141579117,"SP_0291","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","GTP cyclohydrolase I (EC 3.5.4.16) type 1",15,"Essential","SP_0291","SP_RS01430","SPT_RS01705","SPD_0271","SPD_RS01450"
"SPT_0249",368,3,0,0.0151592457321349,241,"SPT_RS01260","19F",0.00257229629743443,372,371,FALSE,3.08114305379092,"SP_0202","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"nrdD","anaerobic ribonucleoside triphosphate reductase",1,"Evolvable.Essential","SP_0202","SP_RS00980","SPT_RS01260","SPD_0187","SPD_RS01015"
"SPT_0999",369,13,556.093425176735,0.0231954960505563,3210,"SPT_RS04935","19F",0.00607150068627907,372,371,FALSE,0.604671179256345,"SP_1229","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"Fhs","Formate--tetrahydrofolate ligase",6,"Evolvable.Essential","SP_1229","SP_RS06025","SPT_RS04935","SPD_1087","SPD_RS05760"
"SPT_2163",370,4,813.476791853807,2.49457398792441e-05,749,"SPT_RS10710","19F",0.00178035715823122,371,371,FALSE,1.10734051312265,"SP_2152",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","",0,"Nonessential","SP_2152","SP_RS10970","SPT_RS10710","SPD_1978","SPD_RS10400"
"SPT_2160",371,3,50.7006116719037,0.000149111746752558,2768,"SPT_RS10695","19F",0.00203446449536502,368,368,FALSE,1.14155506321412,"SP_2148","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"arcA","arginine deiminase",0,"Nonessential","SP_2148","SP_RS10955","SPT_RS10695","SPD_1975","SPD_RS10385"
"SPT_0323",372,14,2839.45515545637,0.000690240935895041,2128,"SPT_RS01630","19F",0.010229430419095,372,371,FALSE,0.608308318300381,"SP_0278","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"","aminopeptidase",0,"Nonessential","SP_0278","SP_RS01355","SPT_RS01630","SPD_0258","SPD_RS01380"
"SPT_0448",374,13,2123.79775722793,0.00100386698501679,3070,"SPT_RS02260","19F",0.0040432332873634,371,370,TRUE,0.332114417941588,"SP_0411","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"","Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS)",15,"Essential","SP_0411","SP_RS02035","SPT_RS02260","SPD_0375","SPD_RS02010"
"SPT_0618",375,2,2.6300960558802,0.000436693085974193,3122,"SPT_RS03085","19F",0.0109253921153051,372,371,FALSE,0.320875703610966,"SP_0589","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"cysE","serine acetyltransferase",6,"Evolvable.Essential","SP_0589","SP_RS02915","SPT_RS03085","SPD_0513","SPD_RS02760"
"SPT_0615",376,13,3834.97639115364,0.0104119978704626,3684,"SPT_RS03070","19F",0.00672697231713489,372,371,FALSE,1.39066118810795,"SP_0585","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"metE","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase",0,"Nonessential","SP_0585","SP_RS02900","SPT_RS03070","SPD_0510","SPD_RS02745"
"SPT_1412",377,18,2517.20945412589,0.00949038867246116,3331,"SPT_RS07020","19F",0.00891221973941488,372,371,FALSE,0.431329242412527,"SP_0788","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"metG","methionyl-tRNA synthetase",14,"Evolvable.Essential","SP_0788","SP_RS03850","SPT_RS07020","SPD_0689","SPD_RS03660"
"SPT_0775",378,5,0.1,0.00876917212867793,315,"SPT_RS03860","19F",0.00304914953351892,372,371,TRUE,0.477276192817888,"SP_0762","Intracellular","METABOLISM","METABOLISM",NA,"Amino acid metabolism","Cofactor and vitamin metabolism",NA,2,"metK","S-adenosylmethionine synthetase",15,"Essential","SP_0762","SP_RS03725","SPT_RS03860","SPD_0664","SPD_RS03535"
"SPT_1462",379,8,5.32607184731885,0.00911727556352327,889,"SPT_RS07260","19F",0.00828635799768831,372,371,FALSE,0.624882448658054,"SP_1524",NA,"METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","class II aminotransferase",0,"Nonessential","SP_1524","SP_RS07505","SPT_RS07260","SPD_1352","SPD_RS07110"
"SPT_0196",380,9,8.86127175311346,0.00921033813216569,3052,"SPT_RS01000","19F",0.00474861163787077,372,371,FALSE,1.54513235793422,"SP_0149","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_0149","SP_RS00770","SPT_RS01000","SPD_0151","SPD_RS00835"
"SPT_1173",381,43,487.506099106098,0.428341678206071,1954,"SPT_RS05815","19F",0.000209247506799647,372,371,TRUE,0.87296047450533,"SP_1128","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"eno","phosphopyruvate hydratase",15,"Essential","SP_1128","SP_RS05590","SPT_RS05815","SPD_1012","SPD_RS05395"
"SPT_1111",382,44,709.314724134304,0.430336262551072,2021,"SPT_RS05495","19F",0.00318912414613776,372,371,FALSE,0.615680773577209,"SP_1068","Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"ppC","Phosphoenolpyruvate carboxylase (EC 4.1.1.31)",0,"Nonessential","SP_1068","SP_RS05280","SPT_RS05495","SPD_0953","SPD_RS05080"
"SPT_2247",383,11,1439.64914827561,0.000966480981933213,2557,"SPT_RS11115","19F",0.000942442604618797,372,371,FALSE,0.670793137982121,"SP_2229","Membrane","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"trpS","tryptophanyl-tRNA synthetase II",15,"Essential","SP_2229","SP_RS11380","SPT_RS11115","SPD_2056","SPD_RS10785"
"SPT_2109",384,12,1047.73760800585,0.00910820210117519,170,"SPT_RS10445","19F",0.00396038330533334,372,371,TRUE,0.593409368123428,"SP_2100","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"","",15,"Essential","SP_2100","SP_RS10695","SPT_RS10445","SPD_1926","SPD_RS10135"
"SPT_0859",385,13,63.2958092061797,0.0179224046451779,4063,"SPT_RS04265","19F",0.00303006539308359,372,371,FALSE,1.02101167838456,"SP_1415","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"NagB","Glucosamine-6-phosphate deaminase",0,"Nonessential","SP_1415","SP_RS06935","SPT_RS04265","SPD_1246","SPD_RS06570"
"SPT_2081",386,27,1005.4861745174,0.0673273998875158,3937,"SPT_RS10305","19F",0.00298219557094803,372,371,FALSE,0.639480865257909,"SP_2070","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"pgi","glucose-6-phosphate isomerase",15,"Essential","SP_2070","SP_RS10545","SPT_RS10305","SPD_1897","SPD_RS09995"
"SPT_0300",387,28,391.464806522329,0.0161123873383965,1352,"SPT_RS01510","19F",0.00826735101151158,371,371,FALSE,0.518151023869025,"SP_0252","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","fructose-6-phosphate aldolase",0,"Nonessential","SP_0252","SP_RS01225","SPT_RS01510","SPD_0236","SPD_RS01265"
"SPT_0752",388,20,122.437108906439,0.121995921330983,2457,"SPT_RS03745","19F",0.0168973372689472,372,371,FALSE,0.728650638557815,"SP_0736","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"manA","mannose-6-phosphate isomerase",0,"Nonessential","SP_0736","SP_RS03605","SPT_RS03745","SPD_0641","SPD_RS03420"
"SPT_1659",389,10,1988.57575998994,0.00457384111092618,1545,"SPT_RS08255","19F",0.00478062707665883,372,371,FALSE,0.622906375990957,"SP_1721","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"scrK","fructokinase",0,"Nonessential","SP_1721","SP_RS08515","SPT_RS08255","SPD_1531","SPD_RS08085"
"SPT_1815",390,8,3682.60864263497,0.000918925484719112,435,"SPT_RS09040","19F",0.00650307977859696,371,371,FALSE,0.687999277597153,"SP_1894","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"gtfA","sucrose phosphorylase",0,"Nonessential","SP_1894","SP_RS09405","SPT_RS09040","SPD_1673","SPD_RS08850"
"SPT_0986",391,19,259.441930395963,0.0636365876697881,1372,"SPT_RS04870","19F",0.00956279673522035,372,371,TRUE,0.550700450288979,"SP_1243","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"Zwf","Glucose-6-phosphate 1-dehydrogenase",15,"Essential","SP_1243","SP_RS06090","SPT_RS04870","SPD_1100","SPD_RS05825"
"SPT_1435",392,18,5770.97745242932,0.0546235873430051,53,"SPT_RS07130","19F",0.0338272977118576,402,371,FALSE,0.390540289512259,"SP_1498","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"Pgm","Phosphoglucomutase",13,"Evolvable.Essential","SP_1498","SP_RS07375","SPT_RS07130","SPD_1326","SPD_RS06985"
"SPT_2201",393,19,1556.27903876134,0.000613406891586009,3832,"SPT_RS10885","19F",0.000357068993440628,372,371,FALSE,2.17381840144401,"SP_2186","Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"glpK","glycerol kinase",0,"Nonessential","SP_2186","SP_RS11165","SPT_RS10885","SPD_2013","SPD_RS10570"
"SPT_2240",394,32,1295.55030382909,0.000231933555585347,2518,"SPT_RS11080","19F",0.00170209505532051,372,371,FALSE,0.792461100841183,"SP_2222","Membrane","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase",15,"Essential","SP_2222","SP_RS11345","SPT_RS11080","SPD_2049","SPD_RS10750"
"SPT_2101",395,12,3791.71600807656,0.0138428871517874,3045,"SPT_RS10405","19F",0.00738565371343969,372,371,TRUE,0.434355068330515,"SP_2091","Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"gpsA","NAD(P)H-dependent glycerol-3-phosphate dehydrogenase",7,"Evolvable.Essential","SP_2091","SP_RS10645","SPT_RS10405","SPD_1918","SPD_RS10095"
"SPT_2200",396,9,1308.1168487858,0.013821569427345,963,"SPT_RS10880","19F",0.00644401384345425,371,370,FALSE,2.01487170631512,"SP_2185","Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"glpO","Glycerol-3-phosphate dehydrogenase",0,"Nonessential","SP_2185","SP_RS11160","SPT_RS10880","SPD_2012","SPD_RS10565"
"SPT_0998",397,8,2003.53333333333,0.00937335784910029,3790,"SPT_RS04930","19F",0.0159360440546118,372,371,TRUE,0.422066354546161,"SP_1230","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","Phosphopantothenate--cysteine ligase",13,"Evolvable.Essential","SP_1230","SP_RS06030","SPT_RS04930","SPD_1088","SPD_RS05765"
"SPT_0620",398,15,1006.12688623301,0.0100614326815387,3588,"SPT_RS03095","19F",0.00584771335812148,372,371,TRUE,0.395676117620197,"SP_0591","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"cysS","cysteinyl-tRNA synthetase",15,"Essential","SP_0591","SP_RS02925","SPT_RS03095","SPD_0515","SPD_RS02770"
"SPT_1673",399,11,689.201976483021,0.00210611724090206,763,"SPT_RS08325","19F",0.0088888021497111,372,371,TRUE,0.227287936816326,"SP_1735","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"fmt","methionyl-tRNA formyltransferase",15,"Essential","SP_1735","SP_RS08585","SPT_RS08325","SPD_1545","SPD_RS08160"
"SPT_1511",400,8,443.23799950702,0.00172042602530854,2772,"SPT_RS07515","19F",0.0181507926032503,372,371,TRUE,0.420042765387175,"SP_1571","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"FolA/DhfR","Dihydrofolate reductase",15,"Essential","SP_1571","SP_RS07745","SPT_RS07515","SPD_1401","SPD_RS07375"
"SPT_0089",401,12,629.547954197353,0.00211110308094031,3456,"SPT_RS00455","19F",0.00759489067199023,372,371,FALSE,0.769987592773747,"SP_0050","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"purH","bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase",0,"Nonessential","SP_0050","SP_RS00295","SPT_RS00455","SPD_0057","SPD_RS00305"
"SPT_0087",402,10,44.8513127199975,0.00261607123610703,377,"SPT_RS00445","19F",0.00726143084560369,372,371,FALSE,0.748337818992549,"SP_0048","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"purN","phosphoribosylglycinamide formyltransferase",0,"Nonessential","SP_0048","SP_RS00285","SPT_RS00445","SPD_0055","SPD_RS00295"
"SPT_2114",403,15,3598.12793770079,0.00185238423589671,2435,"SPT_RS10480","19F",0.00226742779028088,372,371,FALSE,2.09038825086554,"SP_2106","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"malP","glycogen phosphorylase",0,"Nonessential","SP_2106","SP_RS10735","SPT_RS10480","SPD_1932","SPD_RS10175"
"SPT_1738",405,6,1722.95571219147,0.0140107957614227,3694,"SPT_RS08650","19F",0.00137465774885254,372,371,FALSE,0.945816302783402,"SP_1815","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"trpD","anthranilate phosphoribosyltransferase",0,"Nonessential","SP_1815","SP_RS09010","SPT_RS08650","SPD_1600","SPD_RS08460"
"SPT_0486",406,7,159.460235239981,0.0475904573558958,2112,"SPT_RS02435","19F",0.00122934673116972,372,371,FALSE,5.46242019558494,"SP_0450","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"ilvA","L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)",0,"Nonessential","SP_0450","SP_RS02215","SPT_RS02435","SPD_0409","SPD_RS02175"
"SPT_1514",407,17,279.16237703259,0.0231217083572779,2484,"SPT_RS07530","19F",0.00242587757070515,372,371,TRUE,0.338462776579364,"SP_1574","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"TpiA","Triosephosphate isomerase",15,"Essential","SP_1574","SP_RS07760","SPT_RS07530","SPD_1404","SPD_RS07390"
"SPT_1036",408,22,1399.12531158672,0.0245326372922899,722,"SPT_RS05120","19F",0.00499281155063072,372,371,FALSE,4.23291118272449,"SP_1190","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"lacD","",0,"Nonessential","SP_1190","SP_RS05850","SPT_RS05120","SPD_1050","SPD_RS05575"
"SPT_0631",409,38,3728.48474093988,0.0616350193489607,2894,"SPT_RS03145","19F",0,372,371,TRUE,0.601128754473107,"SP_0605","Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"fba","fructose-bisphosphate aldolase",15,"Essential","SP_0605","SP_RS02975","SPT_RS03145","SPD_0526","SPD_RS02820"
"SPT_2179",410,8,1047.7119963544,0.0140981321785896,4017,"SPT_RS10790","19F",0.00174376872663684,232,232,FALSE,1.30692487968586,"SP_2166","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"fucA","L-fuculose phosphate aldolase",0,"Nonessential","SP_2166","SP_RS11050","SPT_RS10790","SPD_1994","SPD_RS10475"
"SPT_1543",411,9,839.916994002253,1.99870098987351e-07,2464,"SPT_RS07665","19F",0.00306672641001078,372,371,FALSE,0.482114042548138,"SP_1603","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"Cmk","Cytidylate kinase",12,"Evolvable.Essential","SP_1603","SP_RS07905","SPT_RS07665","SPD_1428","SPD_RS07525"
"SPT_0247",412,19,291.499578021589,0.00024406030924827,2353,"SPT_RS01245","19F",0.00117709986478208,372,371,FALSE,0.433340422429795,"SP_0199","Membrane","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,""," Cardiolipin synthetase (EC 2.7.8.-)",0,"Nonessential","SP_0199","SP_RS00965","SPT_RS01245","SPD_0185","SPD_RS01000"
"SPT_0301",413,11,1692.30834121727,0.0121991482563501,2389,"SPT_RS01515","19F",0.00302661225378556,371,371,FALSE,0.726960039624607,"SP_0253","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"gldA","glycerol dehydrogenase",0,"Nonessential","SP_0253","SP_RS01230","SPT_RS01515","SPD_0237","SPD_RS01270"
"SPT_1215",414,3,0,3.86076593096533e-05,69,"SPT_RS06020","19F",0.00435913300085109,372,371,FALSE,0.327349071944529,"SP_0989","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","MutT/nudix family protein",0,"Nonessential","SP_0989","SP_RS04905","SPT_RS06020","SPD_0875","SPD_RS04670"
"SPT_1374",415,9,1734.67898967199,0.00222549599016423,3037,"SPT_RS06835","19F",0.00396788690887324,372,371,FALSE,0.733896619684815,"SP_0828","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"rpiA","ribose-5-phosphate isomerase A",3,"Evolvable.Essential","SP_0828","SP_RS04050","SPT_RS06835","SPD_0723","SPD_RS03825"
"SPT_1373",416,10,3420.5656809046,0.000173573790215131,1758,"SPT_RS06830","19F",0.00476503704082814,372,371,FALSE,1.04931306359651,"SP_0829","Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Nucleotide metabolism",NA,2,"deoB","phosphopentomutase",0,"Nonessential","SP_0829","SP_RS04055","SPT_RS06830","SPD_0724","SPD_RS03830"
"SPT_1140",417,12,1127.4870096048,0.000742930095929805,415,"SPT_RS05645","19F",0.235507739308721,743,371,FALSE,0.711661162483352,"SP_1095","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Ribose-phosphate pyrophosphokinase 2 (RPPK 2) (EC 2.7.6.1)",5,"Evolvable.Essential","SP_1095","SP_RS05420","SPT_RS05645","SPD_0980","SPD_RS05225"
"SPT_1165",418,9,795.252717412042,0.00858119937123569,1696,"SPT_RS05770","19F",0.00416488000276898,371,371,FALSE,1.22008219069191,"SP_1119","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"gapN","Glyceraldehyde-3-phosphate dehydrogenase, NADP-dependent (EC 1.2.1.9)",0,"Nonessential","SP_1119","SP_RS05545","SPT_RS05770","SPD_1004","SPD_RS05355"
"SPT_1360",419,19,4669.664285701,0.0110006959500009,3234,"SPT_RS06765","19F",0.0172863250123639,372,371,FALSE,0.589111337964391,"SP_0843","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"deoC","deoxyribose-phosphate aldolase",0,"Nonessential","SP_0843","SP_RS04125","SPT_RS06765","SPD_0737","SPD_RS03900"
"SPT_2008",420,17,293.978156509447,0.0111435951899855,3089,"SPT_RS09945","19F",0.00101924882629108,372,371,TRUE,0.775855418724221,"SP_2012","Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"gap","Glyceraldehyde-3-phosphate dehydrogenase",15,"Essential","SP_2012","SP_RS10185","SPT_RS09945","SPD_1823","SPD_RS09630"
"SPT_0949",421,13,3625.83167872462,0.000714173137597807,507,"SPT_RS04700","19F",0,372,371,FALSE,1.92256264977988,"SP_1278","Intracellular","GENETIC INFORMATION PROCESSING","METABOLISM",NA,"Transcription","Nucleotide metabolism",NA,2,"PyrR","Bifunctional pyrimidine regulatory protein/uracil phosphoribosyltransferase",1,"Evolvable.Essential","SP_1278","SP_RS06265","SPT_RS04700","SPD_1134","SPD_RS05995"
"SPT_1764",422,8,988.687694706349,0.000545581888240715,3006,"SPT_RS08790","19F",0.00890383690388839,372,371,FALSE,1.36246288652605,"SP_1847","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"xpt","Xanthine phosphoribosyltransferase",0,"Nonessential","SP_1847","SP_RS09165","SPT_RS08790","SPD_1628","SPD_RS08605"
"SPT_0853",423,11,10546.6457937688,0.000713883953559036,2212,"SPT_RS04230","19F",0.00530970726983281,372,371,FALSE,0.411395780813632,"SP_1421","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","Nicotinate phosphoribosyltransferase",12,"Evolvable.Essential","SP_1421","SP_RS06970","SPT_RS04230","SPD_1251","SPD_RS06600"
"SPT_0714",424,7,882.7302804983,4.23701001881783e-05,553,"SPT_RS03555","19F",0.00669729506862827,372,371,FALSE,2.2035371745603,"SP_0702","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"pyrE","orotate phosphoribosyltransferase PyrE",1,"Evolvable.Essential","SP_0702","SP_RS03430","SPT_RS03555","SPD_0609","SPD_RS03255"
"SPT_2013",425,5,101.779442326905,3.55613704856419e-05,101,"SPT_RS09970","19F",0.00331098684450486,371,371,FALSE,0.575924765977088,"SP_2016","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"nadC","Quinolinate phosphoribosyltransferase",0,"Nonessential","SP_2016","SP_RS10205","SPT_RS09970","SPD_1826","SPD_RS09650"
"SPT_1517",426,3,0,2.66762371051194e-05,3159,"SPT_RS07545","19F",0.000658135152674406,372,371,FALSE,0.474003302231818,"SP_1577","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"Apt","Adenine phosphoribosyltransferase",1,"Evolvable.Essential","SP_1577","SP_RS07775","SPT_RS07545","SPD_1407","SPD_RS07405"
