"label","id","Degree","Betweenness","Pagerank","Cluster","Strain","Diameter","Count","N","Essential","Var","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description","Essential.Count","Essential.Call","TIGR4.new","TAIWAN.19F.old","TAIWAN.19F.new","D39.old","D39.new"
"SP_1897",321,1,0,0.0708553627323106,3405,"TIGR4",0.0792631476091953,402,371,FALSE,1.20048278714045,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"rafE","sugar ABC transporter substrate-binding protein",0,"Nonessential","SP_RS09425","SPT_1819","SPT_RS09060","SPD_1677","SPD_RS08870"
"SP_1898",322,1,0,0.0708553627323106,2515,"TIGR4",0.010366188053568,371,371,FALSE,1.18159207293693,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"aga","Alpha-galactosidase",1,"Evolvable.Essential","SP_RS09430","SPT_1821","SPT_RS09065","SPD_1678","SPD_RS08875"
"SP_1899",323,1,0,0.0708553627323106,6,"TIGR4",0.00742813331593285,371,371,FALSE,0.4667527369034,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","",0,"Nonessential","SP_RS09435","SPT_1822","SPT_RS09070","SPD_1679","SPD_RS08880"
"SP_1906",324,2,5,0,458,"TIGR4",0.00140368191776496,372,371,FALSE,0.654406904733157,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"groEL","Heat shock protein 60 family chaperone GroEL",15,"Essential","SP_RS09585","SPT_1855","SPT_RS09225","SPD_1709","SPD_RS09030"
"SP_1907",325,2,5,0,3695,"TIGR4",0.0096882692129415,372,371,FALSE,0.773928581949524,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"groES","Heat shock protein 60 family co-chaperone GroES",11,"Evolvable.Essential","SP_RS09590","SPT_1856","SPT_RS09230","SPD_1710","SPD_RS09035"
"SP_1918",326,1,0,0,2869,"TIGR4",0.0154858854582274,370,368,FALSE,0.679414214520969,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS09650","SPT_1868","SPT_RS09295","SPD_1721","SPD_RS09095"
"SP_1920",327,4,1,0,1400,"TIGR4",0.150276358979101,435,363,FALSE,1.11864403375514,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","",0,"Nonessential","SP_RS09660","SPT_1870","SPT_RS09305","SPD_1723","SPD_RS09110"
"SP_1919",328,1,0,0,4142,"TIGR4",0.0345673380655529,362,355,FALSE,1.22189082494211,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","n.p","SPT_1869","n.p","SPD_1722","SPD_RS09105"
"SP_1960",329,1,0,0.0103995791743156,695,"TIGR4",0.000861818361291832,372,371,FALSE,0.410350762878794,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"rpoC","DNA-directed RNA polymerase beta' subunit",15,"Essential","SP_RS09850","SPT_1937","SPT_RS09620","SPD_1758","SPD_RS09295"
"SP_1961",330,1,0,0.0103995791743156,3110,"TIGR4",0.000734122866571911,371,370,FALSE,0.311602529659838,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"rpoB","DNA-directed RNA polymerase beta subunit",15,"Essential","SP_RS09855","SPT_1938","SPT_RS09625","SPD_1759","SPD_RS09300"
"SP_1976",331,1,0,0.0708553627323106,1223,"TIGR4",0.00291672043357634,372,371,FALSE,0.738204976869663,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"pflA","pyruvate formate-lyase-activating enzyme",0,"Nonessential","SP_RS09935","SPT_1956","SPT_RS09695","SPD_1774","SPD_RS09380"
"SP_2016",332,1,0,0,101,"TIGR4",0.00331098684450486,371,371,FALSE,0.575924765977088,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"nadC","Quinolinate phosphoribosyltransferase",0,"Nonessential","SP_RS10205","SPT_2013","SPT_RS09970","SPD_1826","SPD_RS09650"
"SP_2026",333,2,725.55,0.0725337156221735,3443,"TIGR4",0.00122286333869479,372,371,FALSE,2.0882336356026,"Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"","acetaldehyde-CoA/alcohol dehydrogenase",0,"Nonessential","SP_RS10245","SPT_2021","SPT_RS10010","SPD_1834","SPD_RS09690"
"SP_2031",334,1,0,0,2666,"TIGR4",0.00180738534673638,371,371,FALSE,2.29790372841615,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","L-ascorbate 6-phosphate lactonase",0,"Nonessential","SP_RS10270","SPT_2026","SPT_RS10035","SPD_1840","SPD_RS09715"
"SP_2032",335,1,0,0,831,"TIGR4",0.0132817460657411,380,371,FALSE,1.39857293103139,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","",0,"Nonessential","SP_RS10275","SPT_2027","SPT_RS10040","SPD_1841","SPD_RS09720"
"SP_2044",336,1,0,0.0708553627323106,1999,"TIGR4",0.00476712790848747,372,371,FALSE,0.39206786435356,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"ackA","acetate kinase A",15,"Essential","SP_RS10330","SPT_2039","SPT_RS10095","SPD_1853","SPD_RS09775"
"SP_2055",337,2,2547,0.00168788515192835,2215,"TIGR4",0.00341754630085105,372,371,FALSE,3.13807124736318,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","zinc-containing alcohol dehydrogenase",0,"Nonessential","SP_RS10390","SPT_2050","SPT_RS10150","SPD_1865","SPD_RS09835"
"SP_2056",338,1,0,0,700,"TIGR4",0.00118937421729725,372,371,FALSE,1.17528712102129,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"nagA","N-acetylglucosamine-6-phosphate deacetylase",0,"Nonessential","SP_RS10395","SPT_2051","SPT_RS10155","SPD_1866","SPD_RS09840"
"SP_2066",339,1,0,0.0103995791743156,3362,"TIGR4",0.0272952140169744,372,371,FALSE,0.309502766562449,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"thrC","threonine synthase",1,"Evolvable.Essential","SP_RS10445","SPT_2061","SPT_RS10205","SPD_1877","SPD_RS09895"
"SP_2072",340,1,0,0.000165831491749744,2251,"TIGR4",0.229757598785325,744,371,FALSE,1.64982202830482,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","Glutamine amidotransferase, class I",0,"Nonessential","SP_RS10555","SPT_2083","SPT_RS10315","SPD_1899","SPD_RS10005"
"SP_2078",341,3,0.0833333333333333,0.00300495228320077,401,"TIGR4",0.00084527753267356,372,371,TRUE,0.421702879514322,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"argS","Arginyl-tRNA synthetase",15,"Essential","SP_RS10585","SPT_2089","SPT_RS10345","SPD_1905","SPD_RS10035"
"SP_2106",342,2,121.285714285713,0.0734632972622932,2435,"TIGR4",0.00226742779028088,372,371,FALSE,2.09038825086554,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"malP","glycogen phosphorylase",0,"Nonessential","SP_RS10735","SPT_2114","SPT_RS10480","SPD_1932","SPD_RS10175"
"SP_2107",343,2,121.285714285713,0.0734632972622932,2505,"TIGR4",0.0021639315408113,372,371,FALSE,2.42984158766901,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"malM","4-alpha-glucanotransferase",1,"Evolvable.Essential","SP_RS10740","SPT_2115","SPT_RS10485","SPD_1933","SPD_RS10180"
"SP_2108",344,2,121.285714285713,0.0734632972622932,3046,"TIGR4",0.00214703818033292,372,371,FALSE,2.44469535061976,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"malX","Maltodextrin ABC transporter, substrate-binding protein",0,"Nonessential","SP_RS10745","SPT_2116","SPT_RS10490","SPD_1934","SPD_RS10185"
"SP_2109",345,2,121.285714285713,0.0734632972622932,3679,"TIGR4",0.000711873589164785,371,370,FALSE,1.52741451260235,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"malC","Maltodextrin ABC transporter",0,"Nonessential","SP_RS10750","SPT_2117","SPT_RS10495","SPD_1935","SPD_RS10190"
"SP_2110",346,2,121.285714285713,0.0734632972622932,2580,"TIGR4",0,372,371,FALSE,1.40127158967604,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"malD","Maltodextrin ABC transporter",0,"Nonessential","SP_RS10755","SPT_2118","SPT_RS10500","SPD_1936","SPD_RS10195"
"SP_2111",347,1,0,0.0708553627323106,3628,"TIGR4",0.013278218104628,372,371,FALSE,0.360479190422181,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"malA","Maltodextrin utilization protein",0,"Nonessential","SP_RS10760","SPT_2119","SPT_RS10505","SPD_1937","SPD_RS10200"
"SP_2126",348,1,0,0.0103995791743156,2428,"TIGR4",0.000877549290458117,372,371,FALSE,0.783891137679708,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"ilvD","Dihydroxy-acid dehydratase",0,"Nonessential","SP_RS10850","SPT_2138","SPT_RS10590","SPD_1956","SPD_RS10285"
"SP_2148",349,4,36.0833333333333,0.00311712855678621,2768,"TIGR4",0.00203446449536502,368,368,FALSE,1.14155506321412,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"arcA","arginine deiminase",0,"Nonessential","SP_RS10955","SPT_2160","SPT_RS10695","SPD_1975","SPD_RS10385"
"SP_2150",350,4,36.0833333333333,0.00311712855678621,2319,"TIGR4",0.00022379862700229,371,371,FALSE,1.04821932357688,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"arcB","ornithine carbamoyltransferase",0,"Nonessential","SP_RS10960","SPT_2161","SPT_RS10700","SPD_1976","SPD_RS10390"
"SP_2151",351,4,36.0833333333333,0.00311712855678621,3057,"TIGR4",0.00244429667912779,371,371,FALSE,0.958801633317743,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"arcC","Carbamate kinase",0,"Nonessential","SP_RS10965","SPT_2162","SPT_RS10705","SPD_1977","SPD_RS10395"
"SP_2152",352,4,1508.18333333333,0.0738603150155115,749,"TIGR4",0.00178035715823122,371,371,FALSE,1.10734051312265,NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","",0,"Nonessential","SP_RS10970","SPT_2163","SPT_RS10710","SPD_1978","SPD_RS10400"
"SP_2153",353,4,1508.18333333333,0.0738603150155115,2506,"TIGR4",0.0105513747493668,373,371,FALSE,0.986500792269068,NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","peptidase",0,"Nonessential","SP_RS10975","SPT_2164","SPT_RS10715","SPD_1979","SPD_RS10405"
"SP_2157",354,2,0,0.0810776924763382,3490,"TIGR4",0.00799670148325637,371,371,FALSE,0.831845586552639,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","",0,"Nonessential","SP_RS11005","SPT_2170","SPT_RS10745","SPD_1985","SPD_RS10430"
"SP_2168",355,14,27.5,0.144270374885345,1990,"TIGR4",0.0140961268387105,395,371,FALSE,0.76228733731339,"Intracellular","GENETIC INFORMATION PROCESSING","METABOLISM",NA,"Transcription","Carbohydrate metabolism",NA,2,"fucR","fucose operon regulator",0,"Nonessential","SP_RS11060","SPT_2181","SPT_RS10800","SPD_1996","SPD_RS10485"
"SP_2158",356,2,0,0.0810776924763381,2892,"TIGR4",0.0142675405470354,372,370,FALSE,0.806829086767948,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"fucI","L-fucose isomerase",0,"Nonessential","SP_RS11010","SPT_2171","SPT_RS10750","SPD_1986","SPD_RS10435"
"SP_2159",357,2,0,0.0810776924763382,1309,"TIGR4",0.00438157073165444,232,232,FALSE,1.26239157522428,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","",0,"Nonessential","SP_RS11015","SPT_2172","SPT_RS10755","SPD_1987","SPD_RS10440"
"SP_2160",358,2,0,0.0810776924763382,3751,"TIGR4",0.00321925459474822,233,232,FALSE,1.16426084518128,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","",0,"Nonessential","SP_RS11020","SPT_2173","SPT_RS10760","SPD_1988","SPD_RS10445"
"SP_2161",359,2,0,0.0810776924763382,2081,"TIGR4",0.000781901748040991,232,232,FALSE,1.30977895755234,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","PTS system, mannose-specific IID component",0,"Nonessential","SP_RS11025","SPT_2174","SPT_RS10765","SPD_1989","SPD_RS10450"
"SP_2162",360,2,0,0.0810776924763382,3959,"TIGR4",0.000330105263157897,233,232,FALSE,1.15438523895915,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","PTS system, mannose-specific IIC component",0,"Nonessential","SP_RS11030","SPT_2175","SPT_RS10770","SPD_1990","SPD_RS10455"
"SP_2163",361,2,0,0.0810776924763382,2455,"TIGR4",0.000607142857142867,232,232,FALSE,1.36789226425347,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","PTS system, mannose-specific IIB component",0,"Nonessential","SP_RS11035","SPT_2176","SPT_RS10775","SPD_1991","SPD_RS10460"
"SP_2164",362,2,0,0.0810776924763382,2842,"TIGR4",0.016475567462589,232,232,FALSE,1.11007874660992,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","PTS system, mannose specific IIA component",0,"Nonessential","SP_RS11040","SPT_2177","SPT_RS10780","SPD_1992","SPD_RS10465"
"SP_2165",363,2,0,0.0810776924763382,2194,"TIGR4",0.000713944223107569,232,232,FALSE,1.30154300862612,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"fucU","L-fucose mutarotase",0,"Nonessential","SP_RS11045","SPT_2178","SPT_RS10785","SPD_1993","SPD_RS10470"
"SP_2166",364,2,0,0.0810776924763381,4017,"TIGR4",0.00174376872663684,232,232,FALSE,1.30692487968586,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"fucA","L-fuculose phosphate aldolase",0,"Nonessential","SP_RS11050","SPT_2179","SPT_RS10790","SPD_1994","SPD_RS10475"
"SP_2167",365,2,0,0.0810776924763382,3008,"TIGR4",0.037555696805016,353,328,FALSE,1.49193515667617,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"fucK","L-fuculose kinase fucK",0,"Nonessential","SP_RS11055","SPT_2180","SPT_RS10795","SPD_1995","SPD_RS10480"
"SP_2169",366,1,0,9.53226206551042e-06,18,"TIGR4",0.0036792368997539,376,371,FALSE,1.66159192836433,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"AdcA","ABC zinc transporter, ATP-binding component",0,"Nonessential","SP_RS11065","SPT_2182","SPT_RS10805","SPD_1997","SPD_RS10490"
"SP_2170",367,1,0,9.53226206551017e-06,1876,"TIGR4",0.00111340206185567,372,371,FALSE,1.62027229016891,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"AdcB","ABC zinc transporter, zinc-binding component",2,"Evolvable.Essential","SP_RS11070","SPT_2183","SPT_RS10810","SPD_1998","SPD_RS10495"
"SP_2171",368,1,0,9.53226206551049e-06,2875,"TIGR4",0.00637616069024708,372,371,FALSE,1.43883987930554,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"AdcC","ABC zinc transporter, premease component",5,"Evolvable.Essential","SP_RS11075","SPT_2184","SPT_RS10815","SPD_1999","SPD_RS10500"
"SP_2184",369,1,0,0.0708553627323106,2387,"TIGR4",0.0101480876851017,372,371,FALSE,1.55941795091387,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"glpF","Glycerol uptake facilitator protein",0,"Nonessential","SP_RS11155","SPT_2199","SPT_RS10875","SPD_2011","SPD_RS10560"
"SP_2185",370,1,0,0.0708553627323106,963,"TIGR4",0.00644401384345425,371,370,FALSE,2.01487170631512,"Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"glpO","Glycerol-3-phosphate dehydrogenase",0,"Nonessential","SP_RS11160","SPT_2200","SPT_RS10880","SPD_2012","SPD_RS10565"
"SP_2186",371,1,0,0.0708553627323106,3832,"TIGR4",0.000357068993440628,372,371,FALSE,2.17381840144401,"Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"glpK","glycerol kinase",0,"Nonessential","SP_RS11165","SPT_2201","SPT_RS10885","SPD_2013","SPD_RS10570"
"SP_2187",372,1,0,0.0708553627323106,1483,"TIGR4",0.00702086430491207,374,371,FALSE,0.624953074733357,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","",0,"Nonessential","SP_RS11170","SPT_2202","SPT_RS10890","SPD_2014","SPD_RS10575"
"SP_2194",373,1,0,0,3864,"TIGR4",0.00437477695594877,371,370,FALSE,0.333611294670007,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"clpA","ATP-dependent Clp protease ATP-binding subunit ClpA",0,"Nonessential","SP_RS11210","SPT_2213","SPT_RS10945","SPD_2022","SPD_RS10615"
"SP_2206",374,1,0,0.0708553627323106,2724,"TIGR4",0.000523555555555533,372,371,FALSE,1.85489314992369,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"raiA","Ribosome-associated translation inhibitor",0,"Nonessential","SP_RS11265","SPT_2224","SPT_RS11000","SPD_2033","SPD_RS10670"
"SP_2233",375,1,0,0,984,"TIGR4",0.496204445217239,782,370,FALSE,1.25161080809726,NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","",0,"Nonessential","SP_RS11405","SPT_2251","n.p","SPD_2059","n.p"
"SP_2234",376,3,0,0,601,"TIGR4",0.00693294698684876,372,371,FALSE,0.631901072675687,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","DNA-binding transcriptional regulator, tetR/AcrR family",0,"Nonessential","SP_RS11410","SPT_2252","SPT_RS11140","SPD_2060","SPD_RS10815"
"SP_0328",84,1,0,0.00331349910571757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP_1003",189,1,0,9.53226206551124e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP_1326",234,3,21.3076923076925,0.0891146581877826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
